P375	P376	P377	P378	P379	P380	P381	P382	P383	P384	P385	P386	P387	P388	P389	P390	P391	P392	P393	P394	P395	P396	P397	P398	P399	P400	P401	P402	P403	P404	P405	P406	P407	P408	P409	P410	P411	P412	P413	P414	P415	P416	P417	P418	P419	P420	P421	P422	P423	P424	P425	P426	P427	P428	P429	P430	P431	P432	P433	P434	P435	P436	P437	P438	P439	P440	P441	P442	P443	P444	P445	P446	P447	P448	P449	P450	P451	P452	P453	P454	P455	P456	P457	P458	P459	P460	P461	P462	P463	P464	P465	P466	P467	P468	P469	P470	P471	P472	P473	P474	P475	P476	P477	P478	P479	P480	P481	P482	P483	P484	P485	P486	P487	P488	P489	P490	P491	P492	P493	P494	P495	P496	P497	P498	P499	P500	P501	P502	P503	P504	P505	P506	P507	P508	P509	P510	P511	P512	P513	P514	P515	P516	P517	P518	P519	P520	P521	P522	P523	P524	P525	P526	P527	P528	P529	P530	P531	P532	P533	P534	P535	P536	P537	P538	P539	P540	P541	P542	P543	P544	P545	P546	P547	P548	P549	S550	S551	S552	S553	S554	S555	S556	S557	S558	S559	S560	S561	S562	S563	S564	S565	S566	S567	S568	S569	S570	S571	S572	S573	S574	S575	S576	S577	S578	S579	S580	S581	S582	S583	S584	S585	S586	S587	S588	S589	S590	S591	S592	S593	S594	S595	S596	S597	S598	S599	S600	S601	S602	S603	S604	S605	S606	S607	S608	S609	S610	S611	S612	S613	S614	S615	S616	S617	S618	S619	S620	S621	S622	S623	S624	S625	White	Black
P375	0	0.0397597049673366	0.0783446033066514	0.115740587564042	0.151935015365972	0.186916722610329	0.220676037184543	0.253204793541184	0.284496348482508	0.314545598529237	0.343348999275204	0.37090458715919	0.397212004118076	0.422272525622103	0.446089092633262	0.468666348072113	0.490010678426366	0.51013026118632	0.52903511884715	0.546737180275381	0.563250350295455	0.578590588410012	0.592775997622125	0.605826924375011	0.617766070660076	0.628618619360299	0.638412373884109	0.647177913093019	0.654948762418996	0.661761581885639	0.667656371465954	0.672676693799265	0.676869913714186	0.680287453221598	0.682985059602912	0.685023082873092	0.68646675719241	0.687386478689323	0.687858069608052	0.687963015706296	0.687788660447534	0.687428335877614	0.686981406366455	0.68655319798217	0.68625478364778	0.686202593069304	0.686517817510946	0.687325583682456	0.688753879080176	0.69093222360511	0.693990099180423	0.69805516966665	0.7032513459659	0.709696773234345	0.71750183532986	0.726767282603235	0.737582590071475	0.750024642409129	0.764156820479176	0.780028533751081	0.797675208007764	0.81711870310177	0.838368105802639	0.861420821410702	0.886263876477053	0.912875343525991	0.941225805517503	0.971279790438795	1.00299712216944	1.03633415019799	1.07124483603762	1.10768168713895	1.14559653920427	1.18494119503333	1.22566793266107	1.26772989803623	1.3110813983403	1.35567811173632	1.4014772282755	1.44843753519981	1.49651945820073	1.54568506849456	1.59589806395875	1.64712373110462	1.69932889336648	1.7524818500744	1.80655230953989	1.86151131890653	1.91733119278215	1.97398544215713	2.03144870470417	2.08969667723275	2.14870605082037	2.20845444894823	2.26892036882212	2.33008312594841	2.39192280195339	2.45442019557597	2.51755677672222	2.58131464344337	2.64567648168161	2.71062552761882	2.77614553246038	2.84222072948643	2.9088358032073	2.97597586046563	3.04362640333474	3.1117733036714	3.18040277918904	3.24950137092685	3.31905592199814	3.38905355751	3.45948166555429	3.53032787917753	3.60158005924428	3.67322627811563	3.74525480407027	3.8176540864016	3.89041274112964	3.96351953727132	4.03696338361736	4.1107333159679	4.18481848478301	4.25920814320758	4.33389163543321	4.40885838536265	4.48409788554497	4.55959968635211	4.63535338536943	4.71134861697526	4.78757504208583	4.86402233804412	4.94068018863229	5.01753827418909	5.09458626181475	5.17181379564723	5.24921048719465	5.32676590570996	5.40446956859476	5.4823109318202	5.56027938035372	5.63836421858117	5.71655466071497	5.79483982117918	5.87320870496379	5.95165019794082	6.03015305713571	6.10870590094842	6.18729719931906	6.26591526383404	6.34454823776925	6.4231840860677	6.50181058524998	6.58041531325665	6.6589856392226	6.73750871318465	6.81597145572427	6.89436054754878	6.97266241901522	7.05086323960249	7.12894890733861	7.20690503819117	7.28471695543061	7.36236967897743	7.43984791474615	7.51713604400019	7.59421811273418	7.67107782110155	7.74769851290767	7.82406316519057	7.90015437791386	7.9759543637983	8.05144493832139	8.12660750991649	8.20142307040589	12.111592952969	12.197110284865	12.2797542489724	12.3593693284389	12.43580200439	12.508899987318	12.5785146944673	12.6445036848198	12.7067284143631	12.7650604648884	12.8193751664021	12.8695516417316	12.9154768584751	12.9570442338709	12.9941546231279	13.0267172928069	13.0546541463933	13.077894902213	13.0963779653662	13.1100537485443	13.1188820867351	13.1228364918737	13.1218981942848	13.1160555194335	13.1053051929505	13.0896584132636	13.0691348467924	13.0437629263813	13.0135828531597	12.9786433813026	12.9390017005455	12.8947223256602	12.8458773564871	12.7925472871506	12.7348185725494	12.6727883386064	12.6065601348641	12.5362417994741	12.4619495720901	12.3838139249198	12.3019701897837	12.2165540860751	12.1277054173469	12.035566720427	11.940283648557	11.8420059132005	11.7408824780679	11.6370656287023	11.5307093767315	11.4219701278308	11.3110050187387	11.1979732433455	11.0830340497662	10.9663459782449	10.8480663678582	10.7283521718937	10.6073596637287	10.4852431148655	10.3621554057209	10.2382483877106	10.113671898151	9.98857409252659	9.86310138908038	9.73739894064322	9.61161028131796	9.4858761039276	9.36033543897481	9.23512643144085	9.11038411246511	8.986241095028	8.8628280104496	8.74027246267646	8.61870001429373	8.49823345930652	8.37899240204184	8.26109362403462	4.80483910951906	4.80312510249455
P376	0.0397597049673356	0	0.0385878924525312	0.0759900807531624	0.112194155342894	0.147189203707925	0.18096582607032	0.213516152154221	0.244833859403061	0.274914193049462	0.303753988468724	0.331351696279288	0.357707410689467	0.382822901629562	0.40670165125178	0.429348895427758	0.450771670924198	0.470978868991103	0.489981296153304	0.507791743053327	0.524425062250247	0.539898255932245	0.554230574546753	0.567443627385747	0.579561506178716	0.590610922732505	0.600621361604221	0.609625248685299	0.617658136392354	0.624758905879716	0.630969986279671	0.636337590404158	0.640911965564242	0.644747657134382	0.647903781156542	0.650444300594375	0.652438297765536	0.653960232972024	0.655090176415465	0.655913997175662	0.656523489468286	0.6570164128021	0.657496419375678	0.658072839583161	0.658860295485023	0.659978113314305	0.661549510353585	0.663700539576279	0.666558787769228	0.670251839408346	0.674905538577531	0.680642103046938	0.68757816573164	0.695822835989745	0.705475883343433	0.716626146574561	0.729350260439281	0.743711770978403	0.759760681012739	0.777533433864596	0.797053310295036	0.818331185451983	0.841366572481302	0.866148868884864	0.892658720523138	0.920869424792065	0.950748306594713	0.982258015716695	1.01535770981595	1.05000410172403	1.08615236204546	1.12375687764387	1.16277187348649	1.20315190975021	1.24485226849885	1.28782924509571	1.33204035926674	1.3774444997629	1.42400201519037	1.47167476201152	1.52042611912585	1.5702209769199	1.6210257072883	1.67280811990241	1.72553740894684	1.7791840936516	1.83371995520606	1.88911797203286	1.9453522549083	2.00239798302196	2.06023134175686	2.11882946272752	2.17817036642446	2.23823290766903	2.29899672397329	2.3604421868189	2.42255035580971	2.48530293561106	2.5486822355605	2.61267113181598	2.67725303189721	2.74241184147097	2.80813193323034	2.87439811772054	2.94119561596834	3.00851003377826	3.07632733756547	3.14463383160286	3.2134161365674	3.28266116927847	3.35235612352839	3.42248845191256	3.49304584857358	3.56401623278018	3.63538773326788	3.70714867327407	3.7792875562055	3.85179305188095	3.92465398329656	3.9978593138653	4.07139813508588	4.14525965460013	4.21943318460063	4.2939081305538	4.36867398020602	4.44372029284277	4.51903668877326	4.59461283901487	4.67043845515352	4.74650327935799	4.82279707452773	4.89930961455489	4.97603067468301	5.05295002194563	5.13005740566961	5.20734254802853	5.28479513463294	5.3624048051449	5.44016114390509	5.51805367056176	5.59607183069144	5.67420498640203	5.75244240690973	5.83077325908197	5.90918659793905	5.98767135710814	6.06621633922365	6.14481020626914	6.2234414698561	6.30209848143621	6.38076942244399	6.45944229436786	6.53810490874829	6.61674487710258	6.69534960077674	6.7739062607259	6.8524018072257	6.93082294951802	7.0091561453957	7.08738759073216	7.16550320896262	7.24348864052571	7.32132923227493	7.39901002687141	7.47651575217083	7.55383081061908	7.63093926867292	7.70782484626406	7.78447090632669	7.86086044441082	7.93697607840607	8.01280003840251	8.08831415671794	8.16349985812328	8.23833815030047	12.148848748233	12.234385728147	12.3170499757369	12.3966859843724	12.4731402449225	12.5462604771598	12.6158981068291	12.6819107004211	12.7441597205113	12.802516754246	12.8568571359016	12.9070599912891	12.9530122895709	12.9946074479922	13.0317463200806	13.0643381689142	13.0923048928597	13.1155762030154	13.1340904950305	13.1477981701443	13.1566590494826	13.1606466291861	13.1597421209365	13.1539338284699	13.1432184527172	13.1276071655472	13.1071196038357	13.0817841679408	13.0516410242804	13.0167388894603	12.977134912862	12.9328935659735	12.8840869026506	12.8307953687568	12.7731053681847	12.7111139747403	12.6449246837592	12.5746452766987	12.5003919356413	12.4222950766473	12.3404899740663	12.2551122873113	12.1663017591362	12.0742008646999	11.9789551952792	11.8807144008788	11.7796273828879	11.6758463656713	11.5695253006532	11.4608205349835	11.3498891483217	11.2368902798809	11.121983125093	11.0053261735907	10.8870767160754	10.7673916603735	10.6464272374923	10.5243376793557	10.4012758300678	10.2773935083151	10.1528405219494	10.0277650004499	9.90231333947784	9.77663067284093	9.6508605188936	9.52514355726045	9.39961880808294	9.27442440888729	9.14969538494494	9.02556434492196	8.90216191721611	8.77961570339319	8.65805126430044	8.53759139217851	8.41835568906779	8.30046093363577	4.84219842820984	4.84047668464618
P377	0.0783446033066515	0.0385878924525318	0	0.0374054063671102	0.0736161591274953	0.108621607799656	0.142412636755814	0.174981684347989	0.206322763747626	0.236431485929233	0.265305085260411	0.292942448196258	0.319344145615118	0.344512469375506	0.368451473720426	0.391167022205312	0.412666840878766	0.432960578500503	0.452059874637226	0.46997843653254	0.486732125699133	0.502339055226206	0.516819698827982	0.53019701267281	0.542496571018371	0.553746716624748	0.563978726808906	0.573226995822137	0.58152923395256	0.588926683348682	0.595464349992291	0.601191250478777	0.60616067124437	0.610430436563686	0.614063179978239	0.617126611765126	0.619693772588499	0.621843260598321	0.623659416002987	0.625232443668463	0.626658450807811	0.628039373667152	0.629482764775961	0.631101411444712	0.633012757511596	0.635338104654591	0.638201577599768	0.641728849700288	0.646045641560732	0.651276024847786	0.657540584515397	0.664954512906724	0.673625725538944	0.683653097733816	0.695124921152636	0.708117668555099	0.722695134319907	0.73890798985905	0.756793760857923	0.776377201726499	0.797671015871976	0.820676851381426	0.845386491818275	0.871783160852713	0.899842865848156	0.929535717063635	0.960827173382325	0.993679180286441	1.0280511795447	1.06390098174576	1.10118550194064	1.13986136521986	1.1798853932981	1.22121498551097	1.26380840848869	1.30762500858281	1.3526253602459	1.39877136228994	1.44602629249034	1.49435482951065	1.54372304969403	1.59409840495975	1.64544968688421	1.69774698104369	1.75096161484801	1.80506610138621	1.86003408122467	1.9158402636258	1.97246036827664	2.02987106831599	2.08804993521187	2.14697538585708	2.20662663210927	2.26698363289405	2.32802704890926	2.38973819990964	2.45209902450806	2.51509204240062	2.57870031890264	2.64290743167135	2.707697439484	2.77305485293876	2.83896460694637	2.9054120348841	2.97238284428791	3.039863093965	3.10783917241484	3.17629777745366	3.24522589694405	3.314610790538	3.3844399723481	3.45470119446806	3.52538243126919	3.59647186440551	3.66795786846494	3.73982899720925	3.81207397034944	3.88468166080789	3.95764108242214	4.03094137804857	4.10457180802782	4.17852173897646	4.25278063287212	4.32733803640197	4.40218357054642	4.47730692037225	4.55269782501092	4.62834606779998	4.70424146656651	4.78037386403363	4.8567331183317	4.93330909359769	5.01009165064702	5.08707063770308	5.16423588117093	5.24157717644231	5.31908427872002	5.39674689385052	5.47455466915433	5.55249718424455	5.63056394182442	5.70874435845559	5.78702775528941	5.86540334875409	5.94386024119139	6.02238741143688	6.10097370533874	6.17960782621052	6.25827832521395	6.33697359166877	6.41568184328703	6.49439111633021	6.57308925568825	6.65176390488045	6.73040249597891	6.8089922394564	6.88752011396115	6.96597285602255	7.04433694969225	7.12259861612699	7.2007438031202	7.27875817459099	7.35662710004052	7.43433564398711	7.51186855539338	7.58921025709972	7.66634483528097	7.74325602894448	7.8199272194898	7.89634142035263	7.97248126675747	8.04832900560589	8.12386648552983	8.19907514714158	8.27393601351514	12.1847815372116	12.2703382491387	12.3530228814765	12.4326799383377	12.5091559208754	12.5822985587067	12.6519592866586	12.7179956793277	12.7802692064951	12.8386514612908	12.8930177829116	12.9432473008234	12.9892269864398	13.0308502577163	13.0680179672163	13.1006393752656	13.1286363758522	13.1519386735961	13.1704846554503	13.1842247119613	13.1931186511514	13.1971399541275	13.1962698146779	13.1904965155413	13.1798167336574	13.1642416150324	13.1437907676616	13.118492560041	13.0883871244662	13.0535231405106	13.0139577176783	12.9697552845765	12.9209878493986	12.8677358099859	12.8100855193554	12.748133999243	12.6819846907056	12.6117453182888	12.5375320061638	12.4594751138303	12.3777098575978	12.2923718361197	12.2036007303862	12.1115389527139	12.016332031029	11.9181295522846	11.8170803536808	11.7133365963057	11.6070521690264	11.4983833578656	11.3874871825286	11.2745227244235	11.1596491228897	11.0430248132467	10.9248070338204	10.8051526427021	10.6842178239875	10.5621567651995	10.4391222690569	10.3152661162248	10.1907380795838	10.065686256924	9.94025701549875	9.81459546417818	9.68884509960207	9.56314658219271	9.43763891577516	9.31246022459797	9.18774552236705	9.06362740794524	8.94023650160837	8.81770039766293	8.69614465076278	8.57569204739458	8.45646218383857	8.33857183301476	4.87825915710904	4.87652967659175
P378	0.115740587564042	0.0759900807531619	0.0374054063671096	0	0.0362142221387206	0.0712268821550228	0.105029160568625	0.137613817979929	0.168975218735159	0.199109357051127	0.228013886095997	0.255688150561082	0.282133223300696	0.307351946663014	0.331348979183909	0.354130848367928	0.375706010334905	0.396084917165986	0.415280092837401	0.433306218681287	0.450180229356957	0.465921420347769	0.480551568012033	0.494095063201752	0.506579059409418	0.51803363629523	0.528491979266495	0.537990575503886	0.546569426426961	0.554272276029649	0.56114685375487	0.567245129571422	0.572623577617372	0.577343443135484	0.581471005406518	0.58507782696209	0.58824097653503	0.591043210036387	0.593573090458576	0.595925024215313	0.598199188383419	0.600501321090709	0.602942346519278	0.605637807393388	0.608707082160084	0.612272372017053	0.616457454886007	0.621386219265966	0.627181009822479	0.633960836945186	0.641839521922488	0.650923864904334	0.661311931500138	0.673091553367431	0.686339127444091	0.701118778217042	0.71748191999	0.73546722521253	0.755100974808741	0.776397740989903	0.799361335037374	0.823985943261737	0.850257373512093	0.878154340761237	0.907649731284298	0.938711798487403	0.971305257498762	1.00539225867983	1.04093323129575	1.07788759727107	1.11621436122068	1.15587258702257	1.19682177346296	1.23902214235313	1.28243485238673	1.32702215121851	1.37274747707171	1.41957551982602	1.46747225014262	1.51640492384213	1.566342067519	1.61725345028062	1.66911004555048	1.72188398606756	1.77554851454057	1.83007793185923	1.88544754431282	1.94163361090147	1.99861329153498	2.05636459668482	2.11486633887534	2.174098086262	2.23404011843795	2.29467338453076	2.35597946359168	2.41794052723646	2.48053930446656	2.54375904857866	2.60758350605709	2.67199688733617	2.73698383931619	2.80252941951627	2.86861907174962	2.93523860320994	3.00237416286269	3.07001222104008	3.1381395501443	3.2067432063695	3.27581051235885	3.34532904071856	3.41528659831661	3.48567121129893	3.55647111076091	3.62767471901684	3.69927063641412	3.77124762864331	3.84359461449888	3.9163006540488	3.98935493717442	4.06274677244531	4.13646557629585	4.2105008624734	4.28484223172978	4.3594793617301	4.43440199715452	4.50959993997084	4.58506303985665	4.66078118475188	4.73674429152353	4.81294229672563	4.88936514743873	4.96600279217407	5.04284517182872	5.11988221067857	5.19710380739719	5.27449982608916	5.35206008732715	5.42977435918288	5.50763234824253	5.58562369059799	5.66373794280574	5.74196457280599	5.82029295079497	5.89871234004409	5.97721188766021	6.05578061528174	6.134407409706	6.21308101344379	6.29179001519785	6.37052284026244	6.449267740842	6.52801278628762	6.60674585325073	6.68545461575416	6.76412653518183	6.84274885018896	6.92130856653562	6.99979244684789	7.07818700031134	7.15647847230328	7.23465283397102	7.31269577176506	7.39059267693719	7.46832863501512	7.54588841526694	7.6232564601701	7.70041687490155	7.77735341686759	7.85404948529373	7.93048811089717	8.00665194566655	8.08252325277596	8.15808389666255	8.23331533329975	8.30819860070052	12.2193728704024	12.3049493793097	12.3876544780936	12.4673326821193	12.5438305033534	12.6169956818092	12.6866796619671	12.7527400271152	12.8150382548471	12.8734459448942	12.9278384420146	12.9780948799906	13.0241022331651	13.0657539208989	13.1029507955019	13.1356021152708	13.1636297705496	13.1869634602247	13.2055415633045	13.2193144603995	13.2282419471867	13.2322974904993	13.2314622669843	13.2257245391189	13.215080960567	13.1995426521754	13.1791291937327	13.1538689225085	13.1238019372792	13.0889768811386	13.0494508242081	13.0052881526388	12.9565608293078	12.9033492042984	12.8457395799129	12.7838289258947	12.7177206289831	12.6475223566323	12.5733501748017	12.495334386055	12.4136101481336	12.328312998198	12.2395825545593	12.1475611655716	12.0523942944815	11.9542314636566	11.8532214443047	11.7495163322064	11.6432699513894	11.5346385242226	11.4237790076601	11.3108504222593	11.1960118479445	11.0794216621107	10.9612370468049	10.8416148062092	10.720711073071	10.5986799858	10.4756743007714	10.3518457554553	10.2273440823775	10.1023173420818	9.976911867718	9.85127273743666	9.72554342033139	9.59986455175542	9.47437511340002	9.34921321054983	9.2245138397841	9.10040958480792	8.97703105270623	8.85450582577409	8.73295944813621	8.61251469664768	8.49329115845796	8.375405597951	4.91300317567699	4.91126596007152
P379	0.151935015365973	0.112194155342893	0.0736161591274952	0.0362142221387207	0	0.0350164125979071	0.0688265044517353	0.101423372246899	0.132801747265067	0.162958024892941	0.191890297465037	0.219598391014936	0.246083906554483	0.271350266548982	0.29540276730767	0.318248638062378	0.33989710756173	0.360359479061937	0.379649214645538	0.397782029842698	0.414775999561167	0.4306516763437	0.445432221957484	0.459143553266815	0.471814503233858	0.483476997713727	0.494166248436494	0.503920962171619	0.512783565515708	0.520800443993479	0.528022193169618	0.534503878189638	0.540305296554177	0.545491236945122	0.550131724540277	0.554302240484027	0.558083900079452	0.561563570958211	0.564833909188336	0.567993288336198	0.571145594380896	0.574399858695021	0.577869702764568	0.581672572659373	0.585928749119407	0.590760130847999	0.596288804066615	0.602635429770824	0.609917499822229	0.618247531660659	0.627731286194321	0.638466101502973	0.650539434192824	0.664027689639278	0.678995402648061	0.695494803602899	0.713565775519873	0.733236178648812	0.754522495035045	0.777430728389059	0.801957485860708	0.828091167586507	0.855813195760947	0.885099225435479	0.915920292101164	0.948243864447495	0.982034783071908	1.01725607644461	1.05386965370523	1.09183687985376	1.13111904281716	1.1716777240772	1.21347508542368	1.25647408432505	1.30063862970527	1.34593368883972	1.39232535482575	1.43978088278208	1.48826870167399	1.5377584075019	1.58822074255725	1.63962756455067	1.6919518086512	1.74516744483315	1.79924943239642	1.8541736730919	1.90991696393339	1.96645695049656	2.02377208128345	2.08184156355619	2.14064532090794	2.20016395273481	2.26037869569283	2.32127138716523	2.38282443072093	2.44502076351412	2.50784382555292	2.57127753075037	2.63530623966227	2.69991473381169	2.76508819149834	2.8308121649919	2.89707255901061	2.96385561039041	3.03114786885363	3.09893617879149	3.16720766197949	3.23594970114976	3.30514992434963	3.37479619002036	3.44487657273492	3.51537934953794	3.58629298683521	3.65760612778419	3.72930758014058	3.80138630451917	3.87383140303093	3.94663210826058	4.01977777255184	4.09325785757018	4.16706192411482	4.24117962215392	4.3156006810589	4.39031490001539	4.46531213858991	4.54058230743293	4.61611535910021	4.69190127897542	4.76793007627829	4.8441917751436	4.92067640575697	4.99737399553462	5.07427456033481	5.15136809568952	5.22864456804564	5.3060939060055	5.38370599155722	5.46147065128609	5.53937764755844	5.61741666967024	5.69557732495328	5.77384912983188	5.8522215008242	5.93068374548213	6.00922505326471	6.08783448634043	6.16650097031416	6.2452132848753	6.32396005436405	6.40272973825361	6.48151062154658	6.56029080508452	6.63905819577043	6.7178004967048	6.79650519723638	6.87515956293001	6.95375062545477	7.03226517239634	7.11068973699918	7.18901058784457	7.26721371847232	7.34528483695497	7.42320935543479	7.50097237963516	7.57855869835992	7.65595277299538	7.73313872703175	7.81010033562274	7.88682101520358	7.96328381319022	8.0394713977845	8.11536604791224	8.19094964332376	8.26620365488878	8.34110913512034	12.2526056033955	12.3382019555644	12.4209275832487	12.5006270135634	12.5771467698061	12.6503346029268	12.7200419676181	12.7861264564345	12.8484495553773	12.906882871387	12.9613017554131	13.0115853462066	13.0576206217089	13.0993010033731	13.1365273439587	13.1692089004501	13.1972675602767	13.2206330173314	13.2392436434264	13.2530498099915	13.2620113011155	13.2661015701188	13.2653017772615	13.2596001654999	13.2489933659444	13.2334924749945	13.2131170449148	13.187895382398	13.1578675533183	13.1230821648595	13.0835962482749	13.0394741477057	12.990787781084	12.9376174510268	12.8800494093135	12.818180573804	12.7521142769172	12.6819581288746	12.6078281371638	12.5298545470776	12.4481724573037	12.3629173428249	12.2742287584087	12.1822489873819	12.0871234270404	11.9890015336948	11.8880320108236	11.7843668869391	11.6781599190214	11.5695672633355	11.4587458113687	11.3458545198667	11.2310524061038	11.1144977860333	10.9963477816174	10.8767591390581	10.7558879354241	10.6338882554112	10.5109128042084	10.3871132710377	10.2626393428089	10.1376390373904	10.0122586482628	9.88664321720698	9.7609361800727	9.63527814141309	9.50980805510394	9.38466400191367	9.2599809558669	9.1358914802871	9.01252616412554	8.89001257303528	8.7684762363902	8.648039917642	8.52882319153498	8.41094281121297	4.94641361836724	4.94466867177967
P380	0.186916722610329	0.147189203707925	0.108621607799655	0.0712268821550231	0.0350164125979059	0	0.0338141649140382	0.0664195289082993	0.0978112062170336	0.127986011696387	0.156942497718081	0.184680995421315	0.21120366098687	0.236514527648205	0.260619564207057	0.283526740874946	0.30524610331498	0.325789855808077	0.34517245451064	0.363410711801833	0.38052391273167	0.396533944567114	0.411465440381537	0.425345937528146	0.438206051662619	0.450079666710887	0.461004140787151	0.47102052752149	0.480173811516891	0.48851315567938	0.496092156905812	0.502969105027367	0.50920723795494	0.514874983634672	0.520046176706181	0.524800234719038	0.529222275530067	0.533403154293617	0.53743939560388	0.541432994318562	0.545491057980788	0.549725265251438	0.554251119078286	0.559186981067123	0.564652885009627	0.570769142607153	0.577654772286902	0.585425801050065	0.594193507225978	0.60406268609985	0.615130027941505	0.627482696938182	0.641197189092708	0.656338528026766	0.672959832125775	0.691102258019917	0.710795297885043	0.73205738495773	0.754896745438397	0.779312426664657	0.805295430767681	0.832829888619413	0.86189421879796	0.892462228487364	0.924504125877717	0.957987425385169	0.992877737022293	1.0291394391327	1.06673623943088	1.10563163306289	1.14578926855366	1.18717323339906	1.22974827104556	1.27347994037999	1.31833472786973	1.36428012133134	1.41128465309403	1.45931791914752	1.50835057977472	1.5583543461948	1.60930195689144	1.66116714657466	1.71392461011248	1.76754996326227	1.8220197016154	1.87731115883219	1.9334024649731	1.99027250551668	2.04790088148486	2.10626787096325	2.16535439220146	2.2251419683995	2.2856126942272	2.34674920407914	2.40853464203536	2.47095263347511	2.53398725827544	2.59762302551598	2.66184484960548	2.72663802774296	2.79198821862592	2.85788142231919	2.92430396120073	2.99124246190395	3.05868383817989	3.1266152746069	3.19502421107965	3.26389832801379	3.33322553220648	3.40299394329765	3.47319188078026	3.5438078515119	3.61483053768347	3.68624878520389	3.75805159246303	3.83022809943769	3.90276757710815	3.97565941715534	4.0488931219106	4.12245829453246	4.19634462938619	4.2705419026042	4.3450399628063	4.41982872196085	4.49489814636852	4.57023824775221	4.64583907443721	4.72169070260706	4.79778322762129	4.87410675538204	4.95065139373762	5.0274072439113	5.1043643919448	5.18151290014616	5.25884279853254	5.33634407625891	5.41400667302397	5.49182047044568	5.56977528339844	5.64786085130525	5.72606682937808	5.80438277980042	5.88279816284635	5.96130232793093	6.03988450458735	6.11853379336644	6.19723915665503	6.27598940941002	6.35477320980539	6.43357904979045	6.51239524555772	6.59120992791992	6.67001103259602	6.74878629040711	6.82752321738372	6.90620910478705	6.98483100904745	7.06337574162445	7.14182985879393	7.22017965136882	7.29841113436106	7.37651003659405	7.4544617902757	7.53225152054425	7.60986403499997	7.68728381323804	7.76449499639931	7.84148137675753	7.91822638736382	7.99471309177092	8.07092417386208	8.14684192781177	8.2224482482077	8.2977246203661	8.37265211087504	12.2844638856873	12.3700801090943	12.4528263092515	12.5325470255099	12.6090887930031	12.682299374146	12.7520302343908	12.8181389761214	12.8804870943312	12.9389462037665	12.9933916621881	13.0437026139587	13.0897660412777	13.1314753683698	13.1687314491398	13.2014435399708	13.2295335261009	13.2529310971656	13.2715746185264	13.2854144531856	13.294410374401	13.2985358227417	13.2977719428378	13.2921069588709	13.2815374801278	13.2660745792802	13.2457377817638	13.2205553643563	13.190567360662	13.155822342542	13.1163773029159	13.0722965443844	13.0236519403318	12.9705237462297	12.9129981635571	12.851172058434	12.7851487089914	12.7150356681174	12.6409488846106	12.5630185461986	12.4813796920751	12.3961677344099	12.3075221636155	12.2155851969833	12.1205021646485	12.0224224554557	11.9214947034867	11.8178708680967	11.7117046370851	11.6031520982427	11.4923700749573	11.3795174572879	11.2647531967153	11.1482355443281	11.0301215582987	10.9105679228813	10.7897306552442	10.6677637818809	10.5448199520693	10.4210508018491	10.2966059673787	10.1716334185481	10.0462794037327	9.9206889228258	9.79500537286755	9.66936932201405	9.54391969077738	9.41879452998854	9.29412878581943	9.17005499611478	9.04670372687118	8.92420252258563	8.80267689376806	8.68224958679476	8.56304016082036	8.44516535512201	4.9784748634928	4.97672219222441
